driverRef,qualifying_position,past_wins,is_winner
leclerc,7,0.0,0
kevin_magnussen,5,0.0,0
ocon,6,0.0,0
perez,8,0.0,0
grosjean,9,0.0,0
hulkenberg,15,0.0,0
ericsson,10,0.0,0
alonso,17,0.0,0
stroll,20,0.0,0
vandoorne,19,0.0,0
sainz,14,0.0,0
sirotkin,18,0.0,0
gasly,13,0.0,0
brendon_hartley,16,0.0,0
hamilton,1,0.0,0
bottas,2,0.0,0
max_verstappen,3,0.0,0
ricciardo,15,0.0,0
raikkonen,4,0.0,0
vettel,9,0.0,0
perez,10,0.0,0
grosjean,5,0.0,0
ocon,8,0.0,0
sainz,13,0.0,0
gasly,7,0.0,0
ericsson,20,0.0,0
brendon_hartley,6,0.0,0
alonso,18,0.0,0
vandoorne,19,0.0,0
sirotkin,17,0.0,0
stroll,14,0.0,0
leclerc,11,0.0,0
hulkenberg,16,0.0,0
kevin_magnussen,12,0.0,0
raikkonen,3,0.0,0
max_verstappen,15,0.0,0
hamilton,1,0.0,0
vettel,2,0.0,0
bottas,4,0.0,0
hulkenberg,7,0.0,0
sainz,11,0.0,0
perez,10,0.0,0
brendon_hartley,14,0.0,0
ericsson,19,0.0,0
vandoorne,20,0.0,0
gasly,13,0.0,0
sirotkin,17,0.0,0
stroll,18,0.0,0
leclerc,9,0.0,0
ricciardo,5,0.0,0
grosjean,8,0.0,0
alonso,16,0.0,0
ocon,6,0.0,0
kevin_magnussen,12,0.0,0
max_verstappen,2,0.0,0
vettel,4,0.0,0
raikkonen,6,0.0,0
hamilton,3,0.0,0
bottas,5,0.0,0
hulkenberg,7,0.0,0
leclerc,9,0.0,0
vandoorne,17,0.0,0
ericsson,10,0.0,0
gasly,15,0.0,0
ocon,11,0.0,0
stroll,19,0.0,0
sirotkin,20,0.0,0
brendon_hartley,14,0.0,0
kevin_magnussen,18,0.0,0
grosjean,16,0.0,0
ricciardo,1,0.0,0
perez,13,0.0,0
sainz,8,0.0,0
alonso,12,0.0,0
hamilton,1,0.0,0
max_verstappen,5,0.0,0
raikkonen,4,0.0,0
ricciardo,6,0.0,0
bottas,3,0.0,0
vettel,2,0.0,0
leclerc,8,0.0,0
grosjean,9,0.0,0
kevin_magnussen,11,0.0,0
perez,12,0.0,0
brendon_hartley,17,0.0,0
sainz,16,0.0,0
gasly,10,0.0,0
vandoorne,20,0.0,0
ocon,13,0.0,0
sirotkin,15,0.0,0
alonso,18,0.0,0
stroll,19,0.0,0
hulkenberg,14,0.0,0
ericsson,7,0.0,0
hamilton,1,0.0,0
vettel,3,0.0,0
max_verstappen,6,0.0,0
ricciardo,5,0.0,0
bottas,2,0.0,0
sainz,11,0.0,0
leclerc,8,0.0,0
perez,14,0.0,0
grosjean,7,0.0,0
kevin_magnussen,13,0.0,0
alonso,15,0.0,0
brendon_hartley,16,0.0,0
stroll,20,0.0,0
vandoorne,18,0.0,0
sirotkin,19,0.0,0
gasly,17,0.0,0
ocon,9,0.0,0
ericsson,12,0.0,0
raikkonen,4,0.0,0
hulkenberg,10,0.0,0
bottas,2,0.0,0
hamilton,1,0.0,0
max_verstappen,4,0.0,0
vettel,3,0.0,0
leclerc,5,0.0,0
kevin_magnussen,7,0.0,0
hulkenberg,11,0.0,0
raikkonen,9,0.0,0
stroll,16,0.0,0
kvyat,15,0.0,0
gasly,17,0.0,0
norris,8,0.0,0
perez,10,0.0,0
albon,13,0.0,0
giovinazzi,14,0.0,0
russell,19,0.0,0
kubica,20,0.0,0
grosjean,6,0.0,0
ricciardo,12,0.0,0
sainz,18,0.0,0
hamilton,3,0.0,0
bottas,4,0.0,0
leclerc,1,0.0,0
max_verstappen,5,0.0,0
vettel,2,0.0,0
norris,10,0.0,0
raikkonen,9,0.0,0
gasly,13,0.0,0
albon,12,0.0,0
perez,14,0.0,0
giovinazzi,16,0.0,0
kvyat,15,0.0,0
kevin_magnussen,6,0.0,0
stroll,18,0.0,0
russell,19,0.0,0
kubica,20,0.0,0
hulkenberg,17,0.0,0
ricciardo,11,0.0,0
sainz,7,0.0,0
grosjean,8,0.0,0
hamilton,2,0.0,0
bottas,1,0.0,0
vettel,3,0.0,0
max_verstappen,5,0.0,0
leclerc,4,0.0,0
gasly,6,0.0,0
ricciardo,7,0.0,0
perez,12,0.0,0
raikkonen,13,0.0,0
grosjean,10,0.0,0
stroll,16,0.0,0
kevin_magnussen,9,0.0,0
sainz,14,0.0,0
russell,17,0.0,0
kubica,18,0.0,0
norris,15,0.0,0
kvyat,11,0.0,0
hulkenberg,8,0.0,0
bottas,1,0.0,0
hamilton,2,0.0,0
vettel,3,0.0,0
max_verstappen,4,0.0,0
leclerc,9,0.0,0
perez,5,0.0,0
sainz,10,0.0,0
norris,7,0.0,0
stroll,14,0.0,0
raikkonen,19,0.0,0
albon,12,0.0,0
giovinazzi,8,0.0,0
kevin_magnussen,13,0.0,0
hulkenberg,16,0.0,0
russell,17,0.0,0
kubica,18,0.0,0
gasly,20,0.0,0
grosjean,15,0.0,0
kvyat,6,0.0,0
ricciardo,11,0.0,0
hamilton,2,0.0,0
bottas,1,0.0,0
max_verstappen,4,0.0,0
vettel,3,0.0,0
leclerc,5,0.0,0
gasly,6,0.0,0
kevin_magnussen,8,0.0,0
sainz,13,0.0,0
kvyat,9,0.0,0
grosjean,7,0.0,0
albon,12,0.0,0
ricciardo,10,0.0,0
hulkenberg,16,0.0,0
raikkonen,14,0.0,0
perez,15,0.0,0
giovinazzi,18,0.0,0
russell,19,0.0,0
kubica,20,0.0,0
stroll,17,0.0,0
norris,11,0.0,0
hamilton,1,0.0,0
vettel,4,0.0,0
bottas,2,0.0,0
max_verstappen,3,0.0,0
gasly,5,0.0,0
sainz,9,0.0,0
kvyat,8,0.0,0
albon,10,0.0,0
ricciardo,7,0.0,0
grosjean,13,0.0,0
norris,12,0.0,0
kevin_magnussen,6,0.0,0
perez,17,0.0,0
hulkenberg,11,0.0,0
russell,19,0.0,0
stroll,18,0.0,0
raikkonen,14,0.0,0
kubica,20,0.0,0
giovinazzi,15,0.0,0
leclerc,16,0.0,0
hamilton,2,0.0,0
vettel,1,0.0,0
leclerc,3,0.0,0
bottas,6,0.0,0
max_verstappen,11,0.0,0
ricciardo,4,0.0,0
hulkenberg,7,0.0,0
gasly,5,0.0,0
stroll,18,0.0,0
kvyat,12,0.0,0
sainz,9,0.0,0
perez,16,0.0,0
giovinazzi,13,0.0,0
grosjean,15,0.0,0
raikkonen,17,0.0,0
russell,19,0.0,0
kevin_magnussen,10,0.0,0
kubica,20,0.0,0
albon,14,0.0,0
norris,8,0.0,0
hamilton,1,0.0,0
bottas,2,0.0,0
leclerc,3,0.0,0
max_verstappen,4,0.0,0
vettel,7,0.0,0
sainz,6,0.0,0
raikkonen,12,0.0,0
hulkenberg,13,0.0,0
norris,5,0.0,0
gasly,9,0.0,0
ricciardo,8,0.0,0
perez,14,0.0,0
stroll,18,0.0,0
kvyat,16,0.0,0
albon,11,0.0,0
giovinazzi,10,0.0,0
kevin_magnussen,15,0.0,0
kubica,20,0.0,0
russell,19,0.0,0
grosjean,17,0.0,0
max_verstappen,3,0.0,0
leclerc,1,0.0,0
bottas,4,0.0,0
vettel,10,0.0,0
hamilton,2,0.0,0
norris,6,0.0,0
gasly,9,0.0,0
sainz,15,0.0,0
raikkonen,7,0.0,0
giovinazzi,8,0.0,0
perez,16,0.0,0
ricciardo,14,0.0,0
hulkenberg,12,0.0,0
stroll,17,0.0,0
albon,13,0.0,0
grosjean,11,0.0,0
kvyat,18,0.0,0
russell,19,0.0,0
kevin_magnussen,5,0.0,0
kubica,20,0.0,0
hamilton,2,0.0,0
bottas,1,0.0,0
leclerc,3,0.0,0
gasly,5,0.0,0
max_verstappen,4,0.0,0
sainz,13,0.0,0
ricciardo,7,0.0,0
raikkonen,12,0.0,0
kvyat,17,0.0,0
hulkenberg,10,0.0,0
norris,8,0.0,0
albon,9,0.0,0
stroll,18,0.0,0
russell,19,0.0,0
kubica,20,0.0,0
vettel,6,0.0,0
perez,15,0.0,0
giovinazzi,11,0.0,0
grosjean,14,0.0,0
kevin_magnussen,16,0.0,0
max_verstappen,2,0.0,0
vettel,20,0.0,0
kvyat,14,0.0,0
stroll,15,0.0,0
sainz,7,0.0,0
albon,17,0.0,0
grosjean,6,0.0,0
kevin_magnussen,12,0.0,0
hamilton,1,0.0,0
kubica,19,0.0,0
russell,18,0.0,0
raikkonen,5,0.0,0
giovinazzi,11,0.0,0
gasly,4,0.0,0
bottas,3,0.0,0
hulkenberg,9,0.0,0
leclerc,10,0.0,0
norris,16,0.0,0
ricciardo,13,0.0,0
perez,8,0.0,0
hamilton,3,0.0,0
max_verstappen,1,0.0,0
vettel,5,0.0,0
leclerc,4,0.0,0
sainz,8,0.0,0
gasly,6,0.0,0
raikkonen,10,0.0,0
bottas,2,0.0,0
norris,7,0.0,0
albon,12,0.0,0
perez,17,0.0,0
hulkenberg,11,0.0,0
kevin_magnussen,15,0.0,0
ricciardo,18,0.0,0
kvyat,13,0.0,0
russell,16,0.0,0
stroll,19,0.0,0
giovinazzi,14,0.0,0
kubica,20,0.0,0
grosjean,9,0.0,0
leclerc,1,0.0,0
hamilton,3,0.0,0
bottas,4,0.0,0
vettel,2,0.0,0
albon,14,0.0,0
perez,9,0.0,0
kvyat,18,0.0,0
hulkenberg,7,0.0,0
gasly,16,0.0,0
stroll,13,0.0,0
norris,12,0.0,0
kevin_magnussen,10,0.0,0
grosjean,11,0.0,0
ricciardo,6,0.0,0
russell,19,0.0,0
raikkonen,8,0.0,0
kubica,20,0.0,0
giovinazzi,15,0.0,0
sainz,17,0.0,0
max_verstappen,5,0.0,0
leclerc,1,0.0,0
bottas,3,0.0,0
hamilton,2,0.0,0
ricciardo,5,0.0,0
hulkenberg,6,0.0,0
albon,8,0.0,0
perez,17,0.0,0
max_verstappen,20,0.0,0
giovinazzi,11,0.0,0
norris,14,0.0,0
gasly,15,0.0,0
stroll,9,0.0,0
vettel,4,0.0,0
russell,18,0.0,0
raikkonen,10,0.0,0
grosjean,16,0.0,0
kubica,19,0.0,0
kevin_magnussen,12,0.0,0
kvyat,13,0.0,0
sainz,7,0.0,0
vettel,3,0.0,0
leclerc,1,0.0,0
max_verstappen,4,0.0,0
hamilton,2,0.0,0
bottas,5,0.0,0
albon,6,0.0,0
norris,9,0.0,0
gasly,12,0.0,0
hulkenberg,8,0.0,0
giovinazzi,11,0.0,0
grosjean,17,0.0,0
sainz,7,0.0,0
stroll,16,0.0,0
ricciardo,20,0.0,0
kvyat,15,0.0,0
kubica,19,0.0,0
kevin_magnussen,14,0.0,0
raikkonen,13,0.0,0
perez,10,0.0,0
russell,18,0.0,0
hamilton,2,0.0,0
bottas,5,0.0,0
leclerc,1,0.0,0
max_verstappen,4,0.0,0
albon,19,0.0,0
sainz,6,0.0,0
perez,12,0.0,0
norris,8,0.0,0
kevin_magnussen,14,0.0,0
hulkenberg,7,0.0,0
stroll,15,0.0,0
kvyat,20,0.0,0
raikkonen,16,0.0,0
gasly,11,0.0,0
giovinazzi,13,0.0,0
kubica,18,0.0,0
russell,17,0.0,0
vettel,3,0.0,0
ricciardo,10,0.0,0
grosjean,9,0.0,0
bottas,3,0.0,0
vettel,1,0.0,0
hamilton,4,0.0,0
albon,6,0.0,0
sainz,7,0.0,0
leclerc,2,0.0,0
gasly,9,0.0,0
perez,17,0.0,0
stroll,12,0.0,0
kvyat,14,0.0,0
norris,8,0.0,0
raikkonen,13,0.0,0
grosjean,10,0.0,0
giovinazzi,11,0.0,0
kevin_magnussen,19,0.0,0
russell,18,0.0,0
kubica,20,0.0,0
max_verstappen,5,0.0,0
ricciardo,16,0.0,0
hulkenberg,15,0.0,0
hamilton,4,0.0,0
vettel,3,0.0,0
bottas,6,0.0,0
leclerc,2,0.0,0
albon,5,0.0,0
max_verstappen,1,0.0,0
perez,11,0.0,0
ricciardo,13,0.0,0
gasly,10,0.0,0
hulkenberg,12,0.0,0
kvyat,9,0.0,0
stroll,16,0.0,0
sainz,7,0.0,0
giovinazzi,15,0.0,0
kevin_magnussen,17,0.0,0
russell,19,0.0,0
grosjean,18,0.0,0
kubica,20,0.0,0
raikkonen,14,0.0,0
norris,8,0.0,0
bottas,1,0.0,0
hamilton,5,0.0,0
max_verstappen,3,0.0,0
leclerc,4,0.0,0
albon,6,0.0,0
ricciardo,9,0.0,0
norris,8,0.0,0
sainz,7,0.0,0
hulkenberg,11,0.0,0
perez,19,0.0,0
raikkonen,17,0.0,0
kvyat,13,0.0,0
stroll,14,0.0,0
giovinazzi,16,0.0,0
grosjean,15,0.0,0
gasly,10,0.0,0
russell,18,0.0,0
kevin_magnussen,12,0.0,0
kubica,20,0.0,0
vettel,2,0.0,0
max_verstappen,1,0.0,0
gasly,7,0.0,0
sainz,20,0.0,0
raikkonen,9,0.0,0
giovinazzi,13,0.0,0
ricciardo,12,0.0,0
hamilton,3,0.0,0
norris,11,0.0,0
perez,15,0.0,0
kvyat,16,0.0,0
kevin_magnussen,10,0.0,0
russell,18,0.0,0
grosjean,8,0.0,0
albon,6,0.0,0
hulkenberg,14,0.0,0
kubica,19,0.0,0
vettel,2,0.0,0
leclerc,4,0.0,0
stroll,17,0.0,0
bottas,5,0.0,0
hamilton,1,0.0,0
max_verstappen,3,0.0,0
leclerc,4,0.0,0
bottas,2,0.0,0
vettel,5,0.0,0
albon,6,0.0,0
perez,11,0.0,0
norris,7,0.0,0
kvyat,14,0.0,0
sainz,9,0.0,0
ricciardo,8,0.0,0
hulkenberg,10,0.0,0
raikkonen,18,0.0,0
kevin_magnussen,15,0.0,0
grosjean,16,0.0,0
giovinazzi,17,0.0,0
russell,19,0.0,0
gasly,12,0.0,0
kubica,20,0.0,0
stroll,13,0.0,0
bottas,1,0.0,0
leclerc,7,0.0,0
norris,4,0.0,0
hamilton,2,0.0,0
sainz,8,0.0,0
perez,6,0.0,0
gasly,12,0.0,0
ocon,14,0.0,0
giovinazzi,18,0.0,0
vettel,11,0.0,0
latifi,20,0.0,0
kvyat,13,0.0,0
albon,5,0.0,0
raikkonen,19,0.0,0
russell,17,0.0,0
grosjean,15,0.0,0
kevin_magnussen,16,0.0,0
stroll,9,0.0,0
ricciardo,10,0.0,0
max_verstappen,3,0.0,0
hamilton,1,0.0,0
bottas,4,0.0,0
max_verstappen,2,0.0,0
albon,7,0.0,0
norris,6,0.0,0
perez,17,0.0,0
stroll,13,0.0,0
ricciardo,9,0.0,0
sainz,3,0.0,0
kvyat,14,0.0,0
raikkonen,16,0.0,0
kevin_magnussen,15,0.0,0
grosjean,20,0.0,0
giovinazzi,19,0.0,0
gasly,8,0.0,0
russell,12,0.0,0
latifi,18,0.0,0
ocon,5,0.0,0
leclerc,11,0.0,0
vettel,10,0.0,0
hamilton,1,0.0,0
max_verstappen,7,0.0,0
bottas,2,0.0,0
stroll,3,0.0,0
albon,13,0.0,0
vettel,5,0.0,0
perez,4,0.0,0
ricciardo,11,0.0,0
sainz,9,0.0,0
kevin_magnussen,16,0.0,0
leclerc,6,0.0,0
kvyat,17,0.0,0
norris,8,0.0,0
ocon,14,0.0,0
raikkonen,20,0.0,0
grosjean,18,0.0,0
giovinazzi,19,0.0,0
russell,12,0.0,0
latifi,15,0.0,0
gasly,10,0.0,0
hamilton,1,0.0,0
max_verstappen,3,0.0,0
leclerc,4,0.0,0
ricciardo,8,0.0,0
norris,5,0.0,0
ocon,9,0.0,0
gasly,11,0.0,0
albon,12,0.0,0
stroll,6,0.0,0
vettel,10,0.0,0
bottas,2,0.0,0
russell,15,0.0,0
sainz,7,0.0,0
giovinazzi,17,0.0,0
latifi,20,0.0,0
grosjean,19,0.0,0
raikkonen,18,0.0,0
kvyat,14,0.0,0
kevin_magnussen,16,0.0,0
hulkenberg,13,0.0,0
max_verstappen,4,0.0,0
hamilton,2,0.0,0
bottas,1,0.0,0
leclerc,8,0.0,0
albon,9,0.0,0
stroll,6,0.0,0
hulkenberg,3,0.0,0
ocon,11,0.0,0
norris,10,0.0,0
kvyat,16,0.0,0
gasly,7,0.0,0
vettel,12,0.0,0
sainz,13,0.0,0
ricciardo,5,0.0,0
raikkonen,20,0.0,0
grosjean,14,0.0,0
giovinazzi,19,0.0,0
russell,15,0.0,0
latifi,18,0.0,0
kevin_magnussen,17,0.0,0
hamilton,1,0.0,0
max_verstappen,3,0.0,0
bottas,2,0.0,0
stroll,5,0.0,0
perez,4,0.0,0
sainz,7,0.0,0
vettel,11,0.0,0
albon,6,0.0,0
gasly,10,0.0,0
norris,8,0.0,0
ricciardo,13,0.0,0
kvyat,12,0.0,0
ocon,15,0.0,0
raikkonen,14,0.0,0
kevin_magnussen,16,0.0,0
giovinazzi,20,0.0,0
russell,18,0.0,0
latifi,19,0.0,0
grosjean,17,0.0,0
leclerc,9,0.0,0
hamilton,1,0.0,0
bottas,2,0.0,0
max_verstappen,3,0.0,0
ricciardo,4,0.0,0
ocon,6,0.0,0
albon,5,0.0,0
norris,10,0.0,0
gasly,12,0.0,0
stroll,9,0.0,0
perez,8,0.0,0
kvyat,11,0.0,0
raikkonen,16,0.0,0
vettel,14,0.0,0
leclerc,13,0.0,0
grosjean,17,0.0,0
latifi,19,0.0,0
kevin_magnussen,20,0.0,0
giovinazzi,18,0.0,0
russell,15,0.0,0
sainz,7,0.0,0
gasly,10,0.0,0
sainz,3,0.0,0
stroll,8,0.0,0
norris,6,0.0,0
bottas,2,0.0,0
ricciardo,7,0.0,0
hamilton,1,0.0,0
ocon,12,0.0,0
kvyat,11,0.0,0
perez,4,0.0,0
latifi,20,0.0,0
grosjean,16,0.0,0
raikkonen,14,0.0,0
russell,19,0.0,0
albon,9,0.0,0
giovinazzi,18,0.0,0
max_verstappen,5,0.0,0
leclerc,13,0.0,0
kevin_magnussen,15,0.0,0
vettel,17,0.0,0
hamilton,1,0.0,0
bottas,2,0.0,0
albon,4,0.0,0
ricciardo,8,0.0,0
perez,6,0.0,0
norris,11,0.0,0
kvyat,12,0.0,0
leclerc,5,0.0,0
raikkonen,13,0.0,0
vettel,14,0.0,0
russell,18,0.0,0
grosjean,15,0.0,0
stroll,7,0.0,0
ocon,10,0.0,0
latifi,19,0.0,0
kevin_magnussen,20,0.0,0
giovinazzi,17,0.0,0
sainz,9,0.0,0
max_verstappen,3,0.0,0
gasly,16,0.0,0
bottas,3,0.0,0
max_verstappen,2,0.0,0
hamilton,1,0.0,0
perez,4,0.0,0
ricciardo,5,0.0,0
leclerc,11,0.0,0
ocon,7,0.0,0
kvyat,12,0.0,0
gasly,9,0.0,0
albon,10,0.0,0
giovinazzi,17,0.0,0
kevin_magnussen,18,0.0,0
vettel,15,0.0,0
raikkonen,20,0.0,0
norris,8,0.0,0
latifi,19,0.0,0
grosjean,16,0.0,0
russell,14,0.0,0
sainz,6,0.0,0
stroll,13,0.0,0
hamilton,2,0.0,0
max_verstappen,3,0.0,0
ricciardo,6,0.0,0
perez,9,0.0,0
sainz,10,0.0,0
gasly,12,0.0,0
leclerc,4,0.0,0
hulkenberg,20,0.0,0
grosjean,16,0.0,0
giovinazzi,14,0.0,0
vettel,11,0.0,0
raikkonen,19,0.0,0
kevin_magnussen,15,0.0,0
latifi,18,0.0,0
kvyat,13,0.0,0
norris,8,0.0,0
albon,5,0.0,0
ocon,7,0.0,0
bottas,1,0.0,0
russell,17,0.0,0
hamilton,1,0.0,0
bottas,2,0.0,0
max_verstappen,3,0.0,0
leclerc,4,0.0,0
gasly,9,0.0,0
sainz,7,0.0,0
perez,5,0.0,0
ocon,11,0.0,0
ricciardo,10,0.0,0
vettel,15,0.0,0
raikkonen,16,0.0,0
albon,6,0.0,0
norris,8,0.0,0
russell,14,0.0,0
giovinazzi,17,0.0,0
kevin_magnussen,19,0.0,0
grosjean,18,0.0,0
latifi,20,0.0,0
kvyat,13,0.0,0
stroll,12,0.0,0
hamilton,2,0.0,0
bottas,1,0.0,0
ricciardo,5,0.0,0
kvyat,8,0.0,0
leclerc,7,0.0,0
perez,11,0.0,0
sainz,10,0.0,0
norris,9,0.0,0
raikkonen,18,0.0,0
giovinazzi,20,0.0,0
latifi,19,0.0,0
vettel,14,0.0,0
stroll,15,0.0,0
grosjean,16,0.0,0
albon,6,0.0,0
russell,13,0.0,0
max_verstappen,3,0.0,0
kevin_magnussen,17,0.0,0
ocon,12,0.0,0
gasly,4,0.0,0
hamilton,6,0.0,0
perez,3,0.0,0
vettel,12,0.0,0
leclerc,14,0.0,0
sainz,13,0.0,0
max_verstappen,2,0.0,0
albon,4,0.0,0
norris,11,0.0,0
stroll,1,0.0,0
ricciardo,5,0.0,0
ocon,7,0.0,0
kvyat,17,0.0,0
gasly,15,0.0,0
bottas,9,0.0,0
raikkonen,8,0.0,0
russell,18,0.0,0
kevin_magnussen,16,0.0,0
grosjean,19,0.0,0
latifi,20,0.0,0
giovinazzi,10,0.0,0
hamilton,1,0.0,0
max_verstappen,3,0.0,0
albon,4,0.0,0
norris,9,0.0,0
sainz,15,0.0,0
gasly,8,0.0,0
ricciardo,6,0.0,0
bottas,2,0.0,0
ocon,7,0.0,0
leclerc,12,0.0,0
kvyat,10,0.0,0
russell,14,0.0,0
vettel,11,0.0,0
latifi,20,0.0,0
raikkonen,17,0.0,0
giovinazzi,16,0.0,0
kevin_magnussen,18,0.0,0
perez,5,0.0,0
stroll,13,0.0,0
grosjean,19,0.0,0
perez,5,0.0,0
ocon,11,0.0,0
stroll,10,0.0,0
sainz,8,0.0,0
ricciardo,7,0.0,0
albon,12,0.0,0
kvyat,6,0.0,0
bottas,1,0.0,0
russell,2,0.0,0
norris,15,0.0,0
gasly,9,0.0,0
vettel,13,0.0,0
giovinazzi,14,0.0,0
raikkonen,19,0.0,0
kevin_magnussen,16,0.0,0
aitken,18,0.0,0
pietro_fittipaldi,20,0.0,0
latifi,17,0.0,0
max_verstappen,3,0.0,0
leclerc,4,0.0,0
max_verstappen,1,0.0,0
bottas,2,0.0,0
hamilton,3,0.0,0
albon,5,0.0,0
norris,4,0.0,0
sainz,6,0.0,0
ricciardo,12,0.0,0
gasly,10,0.0,0
ocon,11,0.0,0
stroll,8,0.0,0
kvyat,7,0.0,0
raikkonen,16,0.0,0
leclerc,9,0.0,0
vettel,13,0.0,0
russell,18,0.0,0
giovinazzi,14,0.0,0
latifi,20,0.0,0
kevin_magnussen,17,0.0,0
pietro_fittipaldi,19,0.0,0
perez,15,0.0,0
hamilton,1,0.0,0
max_verstappen,2,0.0,0
alonso,5,0.0,0
perez,11,0.0,0
ocon,9,0.0,0
stroll,12,0.0,0
sainz,7,0.0,0
leclerc,13,0.0,0
norris,6,0.0,0
vettel,10,0.0,0
gasly,4,0.0,0
ricciardo,14,0.0,0
tsunoda,8,0.0,0
raikkonen,16,0.0,0
giovinazzi,18,0.0,0
mick_schumacher,19,0.0,0
russell,15,0.0,0
mazepin,20,0.0,0
latifi,17,0.0,0
bottas,3,0.0,0
hamilton,2,0.0,0
max_verstappen,1,0.0,0
bottas,3,0.0,0
norris,7,0.0,0
perez,11,0.0,0
leclerc,4,0.0,0
ricciardo,6,0.0,0
sainz,8,0.0,0
tsunoda,13,0.0,0
stroll,10,0.0,0
raikkonen,14,0.0,0
giovinazzi,12,0.0,0
ocon,16,0.0,0
russell,15,0.0,0
vettel,18,0.0,0
mick_schumacher,19,0.0,0
gasly,5,0.0,0
latifi,17,0.0,0
alonso,9,0.0,0
mazepin,20,0.0,0
max_verstappen,3,0.0,0
hamilton,1,0.0,0
norris,7,0.0,0
leclerc,4,0.0,0
sainz,11,0.0,0
ricciardo,6,0.0,0
gasly,5,0.0,0
stroll,10,0.0,0
ocon,9,0.0,0
alonso,15,0.0,0
perez,2,0.0,0
tsunoda,20,0.0,0
raikkonen,16,0.0,0
giovinazzi,17,0.0,0
vettel,13,0.0,0
mick_schumacher,18,0.0,0
mazepin,19,0.0,0
bottas,8,0.0,0
russell,12,0.0,0
latifi,14,0.0,0
hamilton,2,0.0,0
max_verstappen,3,0.0,0
bottas,1,0.0,0
perez,4,0.0,0
norris,7,0.0,0
leclerc,8,0.0,0
ocon,6,0.0,0
alonso,13,0.0,0
ricciardo,16,0.0,0
gasly,9,0.0,0
sainz,5,0.0,0
giovinazzi,12,0.0,0
vettel,10,0.0,0
stroll,17,0.0,0
tsunoda,14,0.0,0
russell,11,0.0,0
mick_schumacher,19,0.0,0
latifi,18,0.0,0
mazepin,20,0.0,0
raikkonen,15,0.0,0
hamilton,1,0.0,0
max_verstappen,2,0.0,0
bottas,3,0.0,0
leclerc,4,0.0,0
perez,8,0.0,0
ricciardo,7,0.0,0
sainz,6,0.0,0
norris,9,0.0,0
ocon,5,0.0,0
gasly,12,0.0,0
stroll,11,0.0,0
raikkonen,17,0.0,0
vettel,13,0.0,0
russell,15,0.0,0
giovinazzi,14,0.0,0
latifi,19,0.0,0
alonso,10,0.0,0
mick_schumacher,18,0.0,0
mazepin,20,0.0,0
tsunoda,16,0.0,0
sainz,4,0.0,0
max_verstappen,2,0.0,0
norris,5,0.0,0
perez,9,0.0,0
vettel,8,0.0,0
gasly,6,0.0,0
hamilton,7,0.0,0
stroll,13,0.0,0
ocon,11,0.0,0
giovinazzi,10,0.0,0
raikkonen,14,0.0,0
ricciardo,12,0.0,0
alonso,17,0.0,0
russell,15,0.0,0
latifi,18,0.0,0
tsunoda,16,0.0,0
mazepin,19,0.0,0
bottas,3,0.0,0
leclerc,1,0.0,0
perez,7,0.0,0
vettel,11,0.0,0
gasly,4,0.0,0
leclerc,1,0.0,0
norris,6,0.0,0
alonso,9,0.0,0
tsunoda,8,0.0,0
sainz,5,0.0,0
ricciardo,13,0.0,0
raikkonen,14,0.0,0
giovinazzi,20,0.0,0
bottas,10,0.0,0
mick_schumacher,17,0.0,0
mazepin,18,0.0,0
hamilton,2,0.0,0
latifi,16,0.0,0
russell,15,0.0,0
max_verstappen,3,0.0,0
stroll,19,0.0,0
ocon,12,0.0,0
max_verstappen,1,0.0,0
hamilton,3,0.0,0
bottas,2,0.0,0
perez,5,0.0,0
norris,4,0.0,0
sainz,12,0.0,0
leclerc,7,0.0,0
stroll,10,0.0,0
alonso,9,0.0,0
tsunoda,8,0.0,0
raikkonen,18,0.0,0
vettel,14,0.0,0
ricciardo,13,0.0,0
ocon,17,0.0,0
giovinazzi,15,0.0,0
mick_schumacher,19,0.0,0
latifi,16,0.0,0
mazepin,20,0.0,0
russell,11,0.0,0
gasly,6,0.0,0
max_verstappen,1,0.0,0
hamilton,2,0.0,0
perez,4,0.0,0
bottas,3,0.0,0
norris,8,0.0,0
ricciardo,10,0.0,0
gasly,6,0.0,0
alonso,9,0.0,0
vettel,12,0.0,0
stroll,19,0.0,0
sainz,5,0.0,0
russell,14,0.0,0
tsunoda,20,0.0,0
ocon,11,0.0,0
giovinazzi,13,0.0,0
leclerc,7,0.0,0
raikkonen,17,0.0,0
latifi,16,0.0,0
mick_schumacher,15,0.0,0
mazepin,18,0.0,0
max_verstappen,1,0.0,0
bottas,5,0.0,0
norris,2,0.0,0
hamilton,4,0.0,0
sainz,11,0.0,0
perez,3,0.0,0
ricciardo,13,0.0,0
leclerc,12,0.0,0
gasly,6,0.0,0
alonso,14,0.0,0
russell,9,0.0,0
tsunoda,7,0.0,0
stroll,10,0.0,0
giovinazzi,15,0.0,0
raikkonen,16,0.0,0
latifi,18,0.0,0
vettel,8,0.0,0
mick_schumacher,19,0.0,0
mazepin,20,0.0,0
ocon,17,0.0,0
hamilton,1,0.0,0
leclerc,4,0.0,0
bottas,3,0.0,0
norris,6,0.0,0
ricciardo,7,0.0,0
sainz,9,0.0,0
alonso,11,0.0,0
stroll,15,0.0,0
ocon,13,0.0,0
tsunoda,16,0.0,0
gasly,12,0.0,0
russell,8,0.0,0
giovinazzi,14,0.0,0
